sym,price_est_vs_actual,price,est_price_unsplit,MCAP,SharesOutstanding
RDN,1.06,22.74,24.01,4881.24936,203.281
TTS,1.06,2.41,2.54,129.5744,50.914
GIGM,1.06,2.32,2.45,27.0774,11.052
VECO,1.06,11.05,11.67,571.49157,48.971
VRS,1.06,12.21,12.90,447.174,34.677
DYAI,1.06,5.85,6.18,165.35347,26.763
SFIX,1.06,22.25,23.50,2371.14163,100.883
SMTI,1.06,8,8.45,19.99608,2.366
CIH,1.06,2.3,2.43,233.55216,96.112
ANGI,1.06,8.9,9.40,4763.0597,506.523
JHG,1.06,18.84,19.91,3815.0915,191.647
RES,1.06,5.75,6.08,1303.76052,214.579
OI,1.06,11.62,12.28,1909.01196,155.457
SRI,1.06,30.82,32.57,891.8406,27.381
GRYN,1.06,1.4,1.48,51.36784,34.708
RIG,1.06,4.33,4.58,2801.77378,611.803
BRGGF,1.06,0.2704,0.29,22.2691,77.864
REI,1.06,2.08,2.20,149.1842,67.811
GRPN,1.06,2.52,2.67,1512.99288,567.62
ROG,1.06,133.38,141.08,2618.48931,18.56
AM,1.06,7.25,7.67,3887.51649,506.897
MARK,1.06,0.7441,0.79,33.8522,43.005
CRTPF,1.06,3.2982,3.49,90.3035,25.878
ADVM,1.06,11.56,12.23,780.29952,63.781
PDS,1.06,1.37,1.45,425.9839,293.782
CARG,1.06,32.01,33.88,3780.28224,111.581
FRED,1.06,0.3214,0.34,11.98874,35.239
TOTAU,1.06,10.25,10.85,61.14125,5.635
GSL,1.06,7,7.41,73.67763,9.943
CYTR,1.06,0.34,0.36,12.10968,33.638
LYFT,1.06,59.08,62.56,18179.8371,290.608
CPRI,1.06,31,32.83,4954.65985,150.939
RDHL,1.06,6.78,7.18,203.68942,28.369
GIII,1.06,23.59,24.98,1222.58577,48.939
HFC,1.06,48.56,51.45,8467.48496,164.578
NINE,1.06,9.83,10.42,319.83537,30.707
EPZM,1.06,11.5,12.19,1106.88857,90.833
NDRA,1.06,1.34,1.42,10.54066,7.423
AERO,1.06,1.17,1.24,42.56672,34.328
OII,1.06,12.35,13.09,1294.9937,98.93
MHTX,1.06,0.0125,0.01,7.0726,533.781
GCI,1.06,9.75,10.34,1183.57844,114.52
TPIC,1.06,19.74,20.93,735.64414,35.154
CSBR,1.06,5.76,6.11,70.95543,11.62
X,1.06,12.05,12.78,2181.36188,170.743
BALMF,1.06,0.1651,0.18,26.43637,151.002
YY,1.06,52.11,55.26,4457.60316,80.666
COMM,1.06,12.2,12.94,2505.2552,193.623
PFLC,1.06,11.35,12.04,125.0092,10.385
PRCP,1.06,4.95,5.25,50.631,9.644
NLS,1.06,1.37,1.45,43.20578,29.734
MHH,1.06,5.44,5.77,63.47577,11.001
PVTL,1.06,8.35,8.86,2408.28976,271.913
TCP,1.06,36.97,39.21,2796.24,71.306
BPR,1.06,19.31,20.48,1924.09145,93.932
CLNC,1.06,15.13,16.05,2062.63365,128.513
CLNY,1.06,5.21,5.53,2684.86477,485.787
GCO,1.06,37.99,40.30,666.3904,16.534
COT,1.06,12.66,13.43,1808.3478,134.636
PTEN,1.06,9.18,9.74,1973.40975,202.607
ATTO,1.06,2.2,2.33,173.4338,74.3
ESQ,1.06,22.9,24.30,183.1491,7.537
AAWW,1.06,29.1,30.88,798.37152,25.854
ALDR,1.06,9.37,9.94,831.62754,83.637
DWSN,1.06,2.12,2.25,52.2495,23.222
AKS,1.06,2.44,2.59,819.32578,316.385
ALSN,1.06,43.29,45.96,5538.82032,120.507
CLXT,1.06,7.26,7.71,253.363,32.866
CVGI,1.06,7.345,7.80,243.79887,31.258
RRTS,1.06,8.43,8.95,336.93114,37.637
PGNX,1.06,4.65,4.94,418.4829,84.743
CELH,1.06,4.52,4.80,275.12238,57.308
MGTA,1.06,12.41,13.18,443.61822,33.653
TGH,1.06,7.23,7.68,441.19296,57.447
EXTN,1.06,10.29,10.93,385.79274,35.293
EROS,1.06,1.28,1.36,100.11232,73.612
CLF,1.06,8.45,8.98,2424.97716,270.048
CENX,1.06,6.69,7.11,632.03634,88.894
SDRL,1.06,2.53,2.69,269,100
BKD,1.06,7.98,8.49,1574.09557,185.497
RSSS,1.06,2.5,2.66,64.69677,24.334
AR,1.06,3.53,3.75,1160.86616,309.222
KEG,1.06,1.73,1.84,37.5268,20.395
JASN,1.06,0.52,0.55,15.53889,28.091
BLBD,1.06,18.6425,19.83,524.7018,26.456
NVGS,1.06,9.48,10.09,563.34488,55.832
EIGI,1.06,4.79,5.10,744.73651,146.055
UBER,1.06,40.05,42.64,72297.97034,1695.553
KHC,1.06,26.5,28.22,34428.4,1219.939
BBBY,1.07,8.45,9.00,1149.966,127.774
VGZ,1.07,0.9388,1.00,100.538,100.538
THR,1.07,22.04,23.48,766.33776,32.636
NVTR,1.07,1.83,1.95,34.87232,17.885
ASPCF,1.07,0.0997,0.11,27.74939,261.225
TTPH,1.07,0.3202,0.34,18.53162,54.317
PLXP,1.07,5.37,5.72,50.7616,8.871
PD,1.07,37.6,40.07,3048.76602,76.086
LTRPA,1.07,10.76,11.47,827.34854,72.147
FRBA,1.07,10.72,11.43,200.14786,17.518
GH,1.07,103.31,110.11,10236.5018,92.966
RFL,1.07,18.89,20.14,280.6089,13.93
CAI,1.07,19.64,20.95,364.88832,17.42
BEDU,1.07,9.01,9.61,1191.06,123.924
LHSIF,1.07,0.3933,0.42,143.71357,342.488
OPK,1.07,1.79,1.91,1175.79791,615.601
RBCN,1.07,8.95,9.55,25.65348,2.686
BNKPF,1.07,0.1534,0.16,38.1295,232.923
SUPV,1.07,7.66,8.18,645.80208,78.997
ESE,1.07,76.61,81.78,2124.3697,25.978
TEDU,1.07,1.18,1.26,66.87954,53.079
DSKE,1.07,2.2,2.35,151.763,64.583
NYMX,1.07,1.75,1.87,120.90828,64.676
ZEUS,1.07,11.12,11.88,129.48012,10.899
BREW,1.07,14.69,15.70,305.54488,19.465
MKC,1.07,163.5,174.71,21498.36772,123.05
TAOP,1.07,0.524,0.56,23.3856,41.76
HTGM,1.07,1.1,1.18,33.76806,28.72
TA,1.07,13.93,14.89,120.41543,8.087
CVAT,1.07,0.0215,0.02,4.53095,196.998
ADT,1.07,4.94,5.29,3910.9264,739.892
MIK,1.07,5.96,6.38,1008.84388,158.17
SMME,1.07,0.0255,0.03,7.00728,256.677
NYT,1.07,28.58,30.61,5056.4965,165.207
TKAT,1.07,0.4098,0.44,4.93944,11.255
JSDA,1.07,0.5949,0.64,26.89316,42.211
QRTEA,1.07,13.47,14.43,5775.01232,400.279
ACCO,1.07,9.36,10.03,981.63386,97.906
OCC,1.07,3.65,3.91,29.17176,7.461
JYNT,1.07,18.25,19.55,269.49675,13.785
TRUP,1.07,30.49,32.66,1136.32794,34.79
QUES,1.07,0.225,0.24,18.57076,77.01
CLHRF,1.07,0.28,0.30,14.31892,47.696
AHPI,1.07,1.52,1.63,6.54282,4.014
ARAV,1.07,6.15,6.60,74.4282,11.285
NVLN,1.07,0.6806,0.73,13.90139,19.044
PLSE,1.07,10.75,11.53,238.7863,20.71
ANF,1.07,16.57,17.77,1167.48024,65.688
HUN,1.07,20.2,21.67,4972.43571,229.47
WCC,1.07,45.65,48.98,2080.3749,42.478
JMIA,1.07,12.35,13.25,1012.07475,76.383
MT,1.07,13.52,14.51,14704.41812,1013.568
MGI,1.07,3.28,3.52,218.40896,62.05
OPVS,1.07,0.092,0.10,16.32638,165.316
EXPI,1.07,9.13,9.80,604.69438,61.677
INAP,1.07,2.07,2.22,59.4294,26.733
ADGO,1.07,0.09,0.10,1.66294,17.203
BNET,1.07,0.5101,0.55,14.90005,27.189
BTX,1.07,0.9199,0.99,147.89412,149.643
KNX,1.07,33.83,36.35,6197.49346,170.512
PAAC,1.07,9.87,10.61,133.41128,12.58
RTIX,1.07,3.29,3.54,261.2697,73.898
QSEP,1.07,0.1668,0.18,53.0649,296.04
CTIC,1.07,0.64,0.69,39.87796,57.979
UIS,1.07,9.63,10.35,535.9644,51.784
REPCF,1.08,0.2051,0.22,6.07169,27.536
DXLG,1.08,1.57,1.69,84.1958,49.876
SIEB,1.08,10.21,10.98,298.18386,27.157
GNBT,1.08,2.25,2.42,146.07604,60.362
HOS,1.08,0.7483,0.81,30.48938,37.875
KFRC,1.08,34.01,36.60,887.67726,24.255
EVLO,1.08,5.45,5.86,188.02197,32.059
IVPAF,1.08,2.82,3.03,3094.59536,1019.696
STML,1.08,15.3,16.47,723.954,43.956
WORK,1.08,30.78,33.14,16717.80507,504.512
MBII,1.08,1.3,1.40,154.9674,110.725
TECK,1.08,16.84,18.14,10064.565,554.919
AQARF,1.08,0.1386,0.15,50.50595,338.285
NTGN,1.08,2.4,2.59,73.37729,28.381
BBW,1.08,3.49,3.76,56.8888,15.13
AXAS,1.08,0.65,0.70,117.9164,168.369
ATI,1.08,18.37,19.79,2495.493,126.079
SBOW,1.08,8.66,9.33,109.57524,11.743
MRAM,1.08,5.47,5.90,101.10828,17.151
NHTC,1.08,7.08,7.63,82.30078,10.786
MCHX,1.08,3.335,3.59,152.2572,42.356
SY,1.08,14.38,15.51,1554.9057,100.252
PFHO,1.08,4.45,4.80,15.36,3.2
TWIN,1.08,11.29,12.18,159.54582,13.099
TSRI,1.08,4.31,4.65,9.1233,1.962
USNA,1.08,67.06,72.36,1610.5817,22.257
AEMD,1.08,0.2581,0.28,5.32112,19.104
SYPR,1.08,0.8825,0.95,20.2863,21.294
CTMX,1.08,10.12,10.93,496.28642,45.409
GPTRF,1.08,0.1,0.11,4.90601,45.426
TK,1.08,3.38,3.65,367.55135,100.684
VTGN,1.08,0.5058,0.55,23.28921,42.623
MBI,1.08,9.08,9.81,831.4596,84.756
DOOO,1.08,32.12,34.73,3130.59505,90.151
IDSA,1.08,0.8602,0.93,7.54044,8.108
VERU,1.08,1.96,2.12,133.10208,62.79
UPWK,1.08,15.145,16.38,1815.4773,110.804
TRQ,1.08,0.46,0.50,1002.3336,2012.314
BBIO,1.08,26.85,29.08,3593.31,123.575
UNT,1.08,4.14,4.48,249.05132,55.537
FLSS,1.08,1.8,1.95,10.60605,5.439
SAMAU,1.08,10.18,11.03,165.425,15
GHL,1.08,14.69,15.92,324.5535,20.388
MDR,1.08,4.26,4.62,839.02,181.729
CDNA,1.08,24.67,26.74,1133.30048,42.384
GME,1.08,3.59,3.89,397.947,102.269
MMLP,1.08,4.52,4.90,190.4287,38.863
BIG,1.08,22.34,24.22,944.8164,39.008
PLSDF,1.08,1.6134,1.75,94.13775,53.793
ATBPF,1.09,0.2595,0.28,69.12333,245.456
LCAHU,1.09,10.03,10.89,344.4375,31.625
VHI,1.09,1.82,1.98,670.516,339.185
FET,1.09,1.68,1.82,201.42627,110.375
BLFS,1.09,17,18.47,347.20035,18.799
CPS,1.09,37.84,41.11,694.92252,16.902
LAZY,1.09,4.62,5.02,42.52944,8.472
HMMR,1.09,0.531,0.58,27.93199,48.409
CC,1.09,13.36,14.52,2373.75864,163.482
BSPK,1.09,0.03,0.03,2.54827,78.156
VIVE,1.09,0.1498,0.16,7.56907,46.489
MFGP,1.09,20.01,21.75,7430.36928,341.601
RHNO,1.09,0.6,0.65,8.5452,13.098
GBR,1.09,1.4065,1.53,7.85196,5.132
GXGXU,1.09,10.07,10.96,315,28.75
VRSSF,1.09,0.32,0.35,31.19095,89.579
ALBO,1.09,22.74,24.75,297.96525,12.039
ICD,1.09,1.13,1.23,94.64727,76.949
CUI,1.09,0.6699,0.73,20.86486,28.613
VSTO,1.09,5.33,5.80,334.9268,57.726
ASNA,1.09,0.285,0.31,61.37734,197.797
AVDL,1.09,2.02,2.20,82.181,37.356
MOG/A,1.09,78.26,85.25,2770.88607,32.503
XELB,1.09,1.79,1.95,36.8862,18.916
LOCO,1.09,10.71,11.67,429.903,36.838
SPI,1.09,1.85,2.02,14.6409,7.261
HFBL,1.09,32.02,34.91,64.575,1.85
VRTV,1.09,17.3,18.86,303.646,16.1
NEWM,1.09,8.08,8.81,532.84642,60.482
MJCO,1.09,7.91,8.63,370.4859,42.935
SFUN,1.09,1.65,1.80,161.44848,89.694
WLFC,1.09,59.76,65.23,381.504,5.849
ALO,1.09,0.7969,0.87,73.69509,84.707
EYCCF,1.09,0.0174,0.02,2.28809,120.426
WWW,1.09,25.74,28.11,2396.57029,85.253
NE,1.09,1.51,1.65,411.0975,249.182
HYACU,1.09,10.3699,11.34,453.68313,40
CPT,1.09,105.78,115.73,11205.5465,96.827
PAC,1.09,95.82,104.84,4994.58674,47.642
ERIC,1.09,8.65,9.47,28820.8644,3043.145
HL,1.10,1.57,1.72,835.9677,486.232
HGBL,1.10,0.6846,0.75,21.93975,29.253
IRIX,1.10,2.6733,2.93,39.94762,13.637
GMO,1.10,0.1999,0.22,30.15945,137.526
REKR,1.10,3.67,4.03,78.05304,19.382
ACER,1.10,2.36,2.59,26.12533,10.087
FVRR,1.10,22.46,24.66,764.3367,30.995
CAPR,1.10,2.96,3.25,11.26775,3.467
COBCF,1.10,0.0504,0.06,9.69662,175.138
XON,1.10,6.93,7.61,1223.8863,160.764
EXPR,1.10,2,2.20,147.785,67.263
BCLI,1.10,3.55,3.90,84.67454,21.703
TKOI,1.10,0.1401,0.15,20.80324,135.086
ACRS,1.10,0.9001,0.99,40.8573,41.272
OMTK,1.10,0.05,0.06,1.1231,20.42
OPRA,1.10,9.68,10.65,1174.5672,110.288
MNTX,1.10,5.48,6.03,118.68849,19.683
PYX,1.10,12.5,13.76,125.5248,9.125
ATAI,1.10,2.18,2.40,54.9552,22.898
INVU,1.10,0.017,0.02,50.16306,2679.377
SGRY,1.10,6.45,7.10,351.13446,49.428
WBAI,1.10,9.76,10.75,459.55175,42.749
FTSI,1.10,2.87,3.16,344.76886,109.033
KELYA,1.10,28.3,31.18,1112.004,35.661
CERC,1.10,3.21,3.54,151.34916,42.786
KODK,1.10,2.25,2.48,106.64,43.001
URBN,1.10,21.09,23.25,2278.14201,97.965
SLDB,1.10,5.85,6.45,228.42675,35.406
ENRT,1.10,0.0145,0.02,2.03955,127.472
SIG,1.10,14.41,15.90,829.98,52.191
SILC,1.10,29.93,33.03,251.03439,7.6
TAP,1.10,52.65,58.11,11403.336,196.23
APVO,1.10,0.89,0.98,44.30543,45.09
CBS,1.10,48.91,54.00,19006.68,351.954
SOLY,1.10,8.92,9.85,147.44517,14.965
ARC,1.10,1.43,1.58,72.78428,46.066
RETO,1.11,0.95,1.05,23.898,22.76
CYAD,1.11,11.95,13.22,157.87324,11.942
SEMG,1.11,9.8,10.85,862.9222,79.546
RTW,1.11,1.76,1.95,126.4458,64.894
TPC,1.11,9.98,11.05,554.489,50.18
WORX,1.11,2.75,3.05,20.01781,6.573
BNGO,1.11,1.9,2.11,22.82873,10.845
AIRI,1.11,1.01,1.12,32.12832,28.711
SVBL,1.11,0.105,0.12,27.50858,236.328
LX,1.11,10.23,11.34,1879.1233,165.659
AUXXF,1.11,0.0721,0.08,4.94752,61.844
SBSAA,1.11,0.172,0.19,1.25622,6.582
CNR,1.11,4.07,4.52,567.32328,125.54
LLIT,1.11,0.9001,1.00,17.807,17.807
TOMZ,1.11,0.108,0.12,14.9628,124.7
BRACU,1.11,7.65,8.50,150.4075,17.695
PACD,1.11,5.04,5.60,420.1288,75.023
NGD,1.11,1.17,1.30,752.8495,579.1
SCX,1.11,5.63,6.26,38.73304,6.191
DDS,1.11,61.69,68.57,1764.882,25.74
JILL,1.11,1.78,1.98,87.31404,44.098
PLT,1.11,28.03,31.21,1235.16696,39.576
ANDR,1.11,0.0332,0.04,2.51989,68.105
CTRM,1.11,2.88,3.21,7.70424,2.4
ACIW,1.12,29.17,32.53,3596.1158,110.563
ASYS,1.12,5.24,5.85,83.2338,14.24
RHE,1.12,1.73,1.93,3.25784,1.688
AMRN,1.12,14.765,16.48,5887.59418,357.214
EPSN,1.12,3.25,3.63,99.29865,27.355
RUN,1.12,16.35,18.28,2150.20886,117.607
GIB,1.12,76.53,85.68,20604.051,240.488
TDS,1.12,25.51,28.56,3062.05088,107.219
FTR,1.12,0.83,0.93,97.93551,105.371
RDI,1.12,11.77,13.20,280.90475,21.282
ARL,1.12,12.39,13.90,222.3583,15.997
LKCO,1.12,8.96,10.07,1883.5551,187.098
XOG,1.13,4.065,4.58,630.19008,137.742
GSUM,1.13,2.1299,2.40,82.3272,34.303
FCNCA,1.13,444.85,501.35,5066.0973,10.105
GNMX,1.13,0.1862,0.21,13.60107,64.767
YTRA,1.13,4.15,4.68,187.55163,40.065
PDLI,1.13,2.72,3.07,350.50428,114.203
GTN,1.13,14.57,16.45,1550.69082,94.285
CLNE,1.13,2.32,2.62,536.18824,204.65
SSP,1.13,12.945,14.62,1181.09132,80.786
LYB,1.13,75.42,85.21,28567.94931,335.246
OMAB,1.13,46.72,52.86,2273.14582,43.001
GPRE,1.13,8.41,9.52,363.37786,38.186
STZ,1.13,194.15,220.20,36826.46604,167.239
KIRK,1.13,1.345,1.53,21.622,14.164
IDN,1.14,4.18,4.75,75.012,15.792
CSU,1.14,4.4,5.01,155.77155,31.119
ARTNA,1.14,34.95,39.76,333.74068,8.393
COCP,1.14,2.53,2.88,91.0656,31.621
FWONK,1.14,41.07,46.77,9494.12204,202.991
GGAL,1.14,38.17,43.49,4986.5262,114.672
ERIE,1.14,222.33,253.72,11719.2348,46.189
ACFN,1.14,0.2689,0.31,9.08847,29.616
TSE,1.14,30.77,35.14,1435,40.831
ASLN,1.14,2.67,3.05,97.7525,32.05
VVCIF,1.14,0.3244,0.37,109.63612,295.844
BDRBF,1.14,1.36,1.55,3306.14616,2126.514
ALYA,1.14,2.89,3.31,160.3152,48.496
FTAC,1.15,9.94,11.39,440.22272,38.663
DBX,1.15,18.71,21.47,8828.644,411.179
VLRS,1.15,9.3,10.67,936.9544,87.786
SONM,1.15,7.84,9.00,183.096,20.344
CBKC,1.15,0.064,0.07,2.80719,38.197
PBI,1.15,3.83,4.40,752.003,170.9
MNK,1.15,5.31,6.12,513.75255,84.009
LEN,1.15,50.01,57.61,16384.34556,284.403
CBWTF,1.15,0.6543,0.75,457.85917,606.672
UONEK,1.16,2.05,2.37,91.652,38.701
JCP,1.16,0.6001,0.69,219.89088,316.817
SMLP,1.16,5.62,6.50,537.5175,82.695
MDP,1.16,48.06,55.61,2228.18677,40.07
SUME,1.16,1.52,1.76,55.1898,31.36
WRLSU,1.16,10.7,12.41,385.3712,31.05
DTIL,1.16,9.2,10.69,538.33842,50.362
CHAP,1.16,2.07,2.41,111.59987,46.341
LPCN,1.16,1.86,2.16,46.6925,21.575
HEAR,1.16,8.88,10.34,151.2885,14.631
FTPLF,1.16,0.2403,0.28,4.19114,14.972
LEMIF,1.17,0.16,0.19,17.81392,95.517
BSBR,1.17,11.12,12.97,42157.3116,3251.285
AGM,1.17,77.6,90.57,830.42841,9.169
BPY,1.17,19.31,22.55,9507.25536,421.689
HIMX,1.17,2.32,2.71,466.391,172.145
CREX,1.17,1.9928,2.33,22.65925,9.725
VIAB,1.17,30.01,35.14,12425.886,353.644
AQSZF,1.17,0.1195,0.14,11.26118,80.438
WSO,1.17,159.68,187.23,6036.26417,32.24
GOVX,1.18,0.0574,0.07,0.04118,0.61
AAXN,1.18,58.085,68.39,4043.64669,59.127
VNTR,1.18,2.43,2.86,304.95,106.559
RVLV,1.18,26.12,30.76,2118.56184,68.87
RELL,1.18,5.65,6.66,72.97186,10.957
NAVB,1.18,0.5,0.59,5.93092,10.059
MAT,1.19,11.325,13.43,4640.065,345.535
NVOS,1.19,0.75,0.89,198.99154,223.607
BBX,1.19,3.96,4.71,367.2868,77.978
VGGOF,1.19,1.69,2.01,25.60894,12.719
ALTR,1.19,35.06,41.82,2978.39269,71.214
NBY,1.19,0.9512,1.14,23.84295,21.003
ORRF,1.20,21.13,25.26,239.6324,9.485
LBRDK,1.20,99.64,119.30,18219.30102,152.716
PFSW,1.20,3.08,3.69,71.65464,19.414
HOV,1.20,5.43,6.51,34.62437,5.316
ACBM,1.20,4.15,4.98,237.8448,47.76
CGLDF,1.20,0.131,0.16,21.525,136.78
BUD,1.20,98.22,118.17,193018.42529,1633.38
BKYI,1.21,0.93,1.12,15.81096,14.082
CCCL,1.21,0.835,1.01,4.69767,4.655
HPPI,1.21,0.07,0.08,31.37678,370.446
QTRRF,1.21,0.0404,0.05,9.9916,204.369
SSNYY,1.21,0.0575,0.07,1.14413,16.415
UNIB,1.22,8.63,10.50,44.88463,4.276
FSLY,1.22,17.29,21.06,1913.5379,90.841
JW/A,1.22,43.15,52.64,2500.17035,47.5
QADA,1.22,39.2,47.84,783.31993,16.374
RHHBY,1.22,34.91,42.65,236957.754,5555.424
MGEN,1.23,1.06,1.30,40.1973,30.931
MLNT,1.23,2.87,3.52,41.4656,11.78
BIO,1.23,325.46,400.33,9890.1012,24.705
EBR,1.23,11.07,13.63,14811.3423,1087.05
MOSC/U,1.23,10.8,13.31,459.28125,34.5
LOACU,1.23,10.4,12.84,54.808,4.27
TZACU,1.24,10.42,12.88,86.1213,6.684
VSLR,1.24,7.52,9.30,1121.6916,120.612
EMPK,1.24,12.75,15.77,98.12428,6.223
AFI,1.24,7.7,9.53,204.75826,21.496
ATRX,1.24,0.16,0.20,2.1524,10.87
ARYAU,1.24,10.9,13.50,194.0652,14.375
VTIQU,1.24,10.55,13.09,312.702,23.89
IPOA/U,1.24,11.02,13.70,945.3,69
LHC/U,1.24,10.505,13.06,261.25,20
NEBUU,1.25,10.64,13.25,364.375,27.5
BWMCU,1.25,10.28,12.82,259.57,20.25
PACQU,1.25,10.8,13.49,558.3825,41.4
LFACU,1.25,10.36,12.95,201.04616,15.525
MFAC/U,1.25,10.38,12.97,219.65118,16.929
SPAQ,1.25,9.99,12.49,689.31,55.2
GRSHU,1.25,10.57,13.21,528.5,40
SPAQ/U,1.25,10.17,12.71,701.73,55.2
MUDSU,1.25,10.8,13.50,280.8,20.8
STNLU,1.25,10.3,12.88,444.1875,34.5
GPAQU,1.25,10.75,13.44,167.96875,12.5
GMHI,1.25,10.1,12.63,505,40
HSACU,1.25,10.75,13.44,134.375,10
RWGE/U,1.25,10.4,13.00,390,30
LGC/U,1.25,10.4,13.00,390,30
TPGH/U,1.25,11.2499,14.06,632.80688,45
HCACU,1.25,10.52,13.15,394.69988,30.015
NEN,1.25,60.12,75.16,221.12136,2.942
GMHIU,1.25,10.55,13.20,528,40
DGICA,1.25,14.66,18.34,420.15106,22.906
DEACU,1.25,10.06,12.59,440.5625,35
RPLA/U,1.25,10.04,12.57,314.2,25
TPGH,1.25,10.26,12.85,578.25,45
RMG/U,1.25,10.08,12.63,290.375,23
SLSDF,1.25,0.0314,0.04,3.40259,86.517
GSAH/U,1.25,10.55,13.22,911.88675,69
PTVCB,1.26,16.52,20.80,244.9752,11.779
EGTYF,1.26,0.0809,0.10,23.15862,226.944
VRTU,1.26,34.4,43.43,1313.49747,30.243
BRPAU,1.26,10.65,13.46,96.22275,7.15
HCCHU,1.27,10.56,13.37,73.52928,5.5
ACAMU,1.27,10,12.67,387.0225,30.557
FPAC,1.27,10.2,12.94,818.30205,63.25
CCH/U,1.27,10.65,13.52,595.06875,44
NFINU,1.28,10.05,12.84,282.55575,22
ALGRU,1.28,10.52,13.45,201.083,14.95
BELFB,1.28,10.89,13.94,141.3578,10.142
BATRK,1.28,28.505,36.59,1455.51146,39.776
RCI,1.28,51.69,66.41,26614.40886,400.759
NULGF,1.30,0.0386,0.05,15.3587,307.174
SHLL/U,1.30,10.05,13.04,293.29882,22.5
REAL,1.30,17.73,23.13,1912.87413,82.701
SKVI,1.31,0.1,0.13,0.37806,2.897
AEG,1.31,4.25,5.55,11276.40683,2029.998
RUSHA,1.31,37.89,49.78,1394.8477,28.023
CENTA,1.32,21.67,28.53,1268.70768,44.476
ENT,1.32,0.621,0.82,75.53184,92.368
CCL,1.32,46,60.82,32050.5,527.001
COKE,1.32,333.55,441.79,3154.8197,7.141
BRAC,1.33,4.45,5.91,104.57568,17.695
UBA,1.33,21.2,28.25,844.69697,29.901
SCPE/U,1.33,10.28,13.71,205.6,15
YRCW,1.33,2.645,3.53,122.03916,34.572
NVO,1.34,50.27,67.15,121303.98,1806.564
HLAN,1.34,82,110.06,165.312,1.502
ASUR,1.34,6.14,8.25,127.09125,15.405
CDXI,1.35,0.1021,0.14,18.80231,136.02
GRAF/U,1.35,10.45,14.15,318.42195,22.5
PAACU,1.36,10.15,13.77,137.7012,10
TECR,1.36,0.1163,0.16,5.39544,34.17
CUK,1.36,44.47,60.38,9753.832,161.542
RIO,1.36,48.78,66.41,83543.37625,1258.025
OCNSF,1.36,0.046,0.06,9.78629,156.266
PUMP,1.36,12.75,17.36,1743.55434,100.42
CNDT,1.37,6.38,8.71,1832.65518,210.406
ATRO,1.37,27.51,37.76,926.25213,24.529
BROGU,1.37,10.6,14.56,283.8574,19.49
NMTLF,1.38,0.0337,0.05,4.12967,89.01
AMCIU,1.38,10.17,14.02,280.33605,20
DDMXU,1.38,10.5499,14.58,76.20265,5.225
QNST,1.38,11.81,16.34,819.28576,50.152
CWEN/A,1.39,16.42,22.75,1759.1938,77.338
LBTYK,1.39,25.86,35.85,18674.74266,520.93
CTACU,1.41,10.64,14.97,299.4096,20
TDACU,1.41,10.6,14.94,278.59113,18.65
NKTR,1.41,20.92,29.56,5151.92196,174.307
GPAQ,1.41,10.4,14.70,162.5,11.054
TEN,1.42,9.54,13.50,771.46303,57.127
GIG/U,1.42,10.98,15.61,202.71276,12.99
MOV,1.42,24.5,34.84,573.65142,16.463
MNCLU,1.42,10.4,14.81,231.712,15.65
LILAK,1.43,16.54,23.64,3095.4275,130.949
IHRT,1.43,12.96,18.53,1182.467,63.81
TIBRU,1.43,10.8,15.48,232.23351,15
MESA,1.43,6.62,9.49,273.25713,28.786
VLGEA,1.44,24.82,35.67,360.48206,10.107
EDTXU,1.44,10.28,14.78,81.27368,5.5
FPAC/U,1.44,10.78,15.53,853.8804,55
TSKFF,1.44,0.103,0.15,9.62535,64.843
PVT/U,1.44,11.5,16.58,331.66,20
NWSA,1.44,13.7,19.77,7623.52725,385.532
THCBU,1.44,10.7143,15.47,380.77551,24.615
BYFC,1.45,1.935,2.80,53.5296,19.123
LORL,1.45,38.6,55.91,1198.03509,21.427
DXC,1.45,35.91,52.03,13864.15125,266.44
TLRS,1.46,0.0796,0.12,5.04224,43.53
DISCK,1.47,27.24,39.91,14889.06,373.072
SQBG,1.47,0.3101,0.45,29.41575,64.653
SENEA,1.47,25.545,37.53,282.99,7.54
IFRTF,1.47,0.015,0.02,3.83221,173.851
DPHCU,1.47,10.05,14.80,351.75,23.774
AGMH,1.47,17.0465,25.13,535.60312,21.316
FTACU,1.48,10.68,15.77,472.99584,30
CISN,1.48,6.65,9.85,1461.04065,148.351
AMX,1.49,14.1,21.06,47247.8994,2243.726
AMTB,1.52,17.32,26.29,762.1362,28.986
INSUU,1.53,10.38,15.85,214.37814,13.525
CNBKA,1.53,82.48,126.56,458.13504,3.62
Z,1.54,39.54,60.92,8644.1782,141.904
LGF/B,1.55,12.26,18.97,2561.76,135.05
BF/B,1.56,55.37,86.30,26621.42588,308.49
LSXMK,1.57,41.18,64.67,13386.1728,206.987
TKKSU,1.58,10.26,16.17,323.306,20
CNXXF,1.60,0.7062,1.13,135.94836,120.408
NFC/U,1.62,10.64,17.22,430.52632,25
FLNT,1.63,3.03,4.93,377.60508,76.533
NAOV,1.64,3.05,5.01,20.6343,4.115
DRD,1.68,3.88,6.51,274.828,42.207
TR,1.68,36.61,61.53,2425.1931,39.418
HEI/A,1.68,109.97,185.24,14825.79818,80.034
BHP,1.69,49.98,84.54,135749.913,1605.747
FOXA,1.74,35.4,61.52,21798.23526,354.351
CRD/A,1.76,10.31,18.17,559.59036,30.805
